R_package,method,objective_name,dimension,starting_point,lower_bound,upper_bound,max_iterations,max_evaluations,all_params,value,solution,number_of_iterations,number_of_evaluations,convergence,message,execution_time,time_units,time_cluster
pso,psoptim,Rosenbrock,20,"(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",150,-,"par = c(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 150, reltol = 0)",23.1706808978584,"(0.212868050163154, 0.101229734398666, -0.057903130169405, 0.0188977216947368, 0.00664753220456182, 0.10649388487406, 0.0727189085999873, 0.0944606791431325, -0.00702645134732811, 0.0386601518904745, 0.0391855496579471, -0.0392936260429225, 0.0576292226769064, 0.0640489942865106, 0.0178665779863075, 0.099253033755358, 0.0301726688327261, 0.0151817422816182, 0.0752893937175242, 0.0279948608123586)",150,2700,2,Maximal number of iterations reached,0.0902993679046631,secs,0.1
ABCoptim,abc_optim,Rosenbrock,20,"(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",70,-,"par = c(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lb = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), ub = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), criter = 2147483647, maxCycle = 70",37.5460705342317,"(0.586410449133843, 0.316435252252366, 0.135453986974786, -0.0582604179800638, -0.00651183786613885, 0.00428270840771706, -0.144075981135968, 0.0964216191424258, 0.013882441837265, 0.0147648131582236, -0.111628037122422, 0.0476190555168815, -0.0111196641673189, 0.252558046752366, 0.248717836986638, 0.130249043314585, 0.263157894736842, 0.0927225102974235, 0.0499746019379686, 0.0518413607888652)",70,-,-,-,0.196502447128296,secs,0.1
nloptr,sbplx,Rosenbrock,20,"(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,9000,"x0 = c(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9000, xtol_rel = 0)",10.4448809325316,"(-0.992984209707556, 0.995896254036863, 0.997070616075187, 0.99679897028526, 0.994757283721107, 0.990152341452108, 0.980744158465479, 0.962831492516985, 0.927422801857163, 0.863132849829004, 0.747366386929977, 0.565742338522887, 0.324013011675388, 0.116441162907707, 0.0238156513205281, 0.0106290093384773, 0.0102119667096749, 0.0102226353320862, 0.010014015093891, 0.000151476436596967)",9000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0948739051818848,secs,0.1
nloptr,cobyla,Rosenbrock,20,"(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,3000,"x0 = c(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3000, xtol_rel = 0)",130.025499774437,"(-1.01573332848905, 0.970337147888615, 0.901010315954408, 0.799953159952393, 0.61420117535154, 0.37547717146284, 0.0943252033247721, -0.409232087616565, 0.696272866908986, 0.836351705817253, 0.890467061523672, 0.895369535673503, 0.871781291598169, 0.796131614044157, 0.638783414683628, 0.411656086364021, 0.172759823455149, 0.0193884497128033, -0.729510490048383, 0.533210692768622)",3000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0997624397277832,secs,0.1
nloptr,bobyqa,Rosenbrock,20,"(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2500,"x0 = c(-4.68098493525758, -2.5356485764496, 2.13732741074637, 1.66381025221199, 2.7272146102041, 3.87337861582637, -2.10107819875702, -2.8423688118346, 4.37933428678662, -1.13564573694021, -2.33383940067142, 0.514839205425233, -0.307751756627113, -2.90725226514041, 2.62896589469165, 3.50413927342743, -0.57788445148617, -0.567876743152738, -4.56915876595303, -0.864968099631369), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 2500, xtol_rel = 0)",19.2324291321537,"(-0.186227125856137, 0.0414375378822102, 0.0117810439986548, 0.0115748520426117, 0.0157970672141966, 0.00603008018354625, 0.013651970979659, 0.00264081996031361, 0.0342211802264063, 0.007581235811393, 0.0095901164720387, 0.012492519590407, 0.00840539240646507, 0.0166963257306223, 0.00980205255408883, 0.0117414739112406, 0.0108061491314591, 0.00978263360743557, 0.00780803467078135, -2.46937761694981e-05)",2500,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0977354049682617,secs,0.1
stats,optim,Rosenbrock,20,"(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",300,-,"par = c(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, method = L-BFGS-B, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 300, factr = 0)",1.26929607971996e-07,"(0.999998816517127, 0.99999858265013, 0.999998333213788, 0.999998239891436, 0.999998293032882, 0.999998161204729, 0.999998287719028, 0.999998041211317, 0.999998015200977, 0.999997566120267, 0.999997086808089, 0.999996002512828, 0.999993584600079, 0.999989047019557, 0.999979623946148, 0.999960975006212, 0.999923572239024, 0.99984837626696, 0.999697840131289, 0.999395584845459)",173,173,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.0840942859649658,secs,0.1
GA,ga,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",60,-,"type = real-valued, fitness = function (x) 
{
    return(-Rosenbrock(x))
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), maxiter = 60",387.011962473668,"(0.969534419623103, 0.792402555488544, -0.206609980911075, 0.457211707909526, 0.387411411426149, 0.503659117423242, -0.195326523958822, -0.624424812400143, 0.409732584761928, -0.0824402864309717, -0.516787354421703, 0.24882193120464, -0.617927622581039, 0.57395376962008, 0.288420767664351, -0.331841449284985, 0.423994978702736, -0.370584196001114, 0.077934593422039, 0.765735775007896)",60,-,-,-,0.106853485107422,secs,0.1
DEoptim,DEoptim,Rosenbrock,20,-,"(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",30,-,"fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(itermax = 30, reltol = 0)",4638.03237575737,"(0.497140932895988, 0.164181306600868, 1.46488429047167, 0.755425307434052, -1.28116067498922, 0.64313844544813, 1.96318352315575, 1.86413224730641, 0.875222710892558, -0.58595878990963, -0.839249736163765, 1.34338743519038, -1.04166642297059, 0.760619651861489, 1.50550629487261, 1.86346043813974, 1.81978136319667, 0.846894483361393, 1.51617246447131, 0.777505470905453)",30,62,-,-,0.0965886116027832,secs,0.1
pso,psoptim,Rosenbrock,20,"(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",150,-,"par = c(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 150, reltol = 0)",153.015582425646,"(0.696244048042378, 0.381006048900651, 0.178536855786437, -0.107524664252594, 0.0808085970875825, 0.117409577694747, 0.0699638896567532, 0.329949015866602, 0.214888207432487, 0.119610749577824, -0.0125514851163397, 0.170417196841175, 0.0508830518514578, 0.0379277276528455, -0.0763139936237835, -0.00184079765759522, 0.963753073156836, 1.42112941446049, 2.08879284970381, 4.29180957316563)",150,2700,2,Maximal number of iterations reached,0.113806962966919,secs,0.1
ABCoptim,abc_optim,Rosenbrock,20,"(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",70,-,"par = c(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lb = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), ub = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), criter = 2147483647, maxCycle = 70",39.9181749856876,"(0.0790120323870918, -0.216779416060812, 0.0586087178437195, 0.129541083361295, -0.0324787353944907, 0.0233546316709177, 0.192831215628493, 0.061258285690664, 0.0226682137473951, 0.0167423459172318, -0.263157894736842, -0.0381647128388142, -0.0465552834163574, 0.0128150067778625, 0.00701001123576893, 0.0872736966890986, -0.00622296208987636, 0.0722093561566185, 0.019006798240912, 0.0855273996052118)",70,-,-,-,0.0999240875244141,secs,0.1
nloptr,sbplx,Rosenbrock,20,"(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,9000,"x0 = c(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 9000, xtol_rel = 0)",25.530756379539,"(1.00017899976219, 0.997891002350296, 0.996655880593692, 0.993650820712171, 0.987628978186991, 0.976216120271746, 0.953051325001826, 0.907889803712038, 0.826961384319119, 0.684750401689516, 0.479349962635996, 0.235428275623268, 0.0657607064030946, 0.0142616247754916, 0.00993209085716339, 0.010119784761144, 0.00555533257953403, -0.412234929138814, 0.187669656282881, 0.0349699016589316)",9000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.131500959396362,secs,0.1
nloptr,cobyla,Rosenbrock,20,"(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,3000,"x0 = c(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 3000, xtol_rel = 0)",46730.717472841,"(0.526724207153001, 0.337428135726225, 0.171006639235628, -0.0233989338869237, 5.57762171463582e-05, -0.621628656870009, 0.787189982593474, 0.947856724957289, 1.06051048624872, 0.887911066528727, 0.220574069185152, -1.02760570730075, 0.714639621463812, -0.0448245814061586, 0.109541581352245, 0.0916605632430068, 0.0347783778981449, -4.85890503600371, 2.94426573802789, 5)",3000,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.100742816925049,secs,0.1
nloptr,bobyqa,Rosenbrock,20,"(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",-,2500,"x0 = c(0.566816192585975, 1.68763125548139, 0.919166074600071, -3.88417607173324, -1.5664981584996, -4.00387319969013, -2.492770194076, 0.565622819121927, 4.39100760035217, 4.4864648906514, -1.14914850331843, -4.63986474322155, 3.83301970781758, -4.15320051368326, -2.44714177912101, 3.78527526976541, 0.929848828818649, -4.98414682922885, -1.16174837574363, 2.55871174158528), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxeval = 2500, xtol_rel = 0)",4653.40132287572,"(-0.556482502137343, 0.235441318912468, -0.292613911963079, 0.387270055572906, 0.264323624583958, 0.345496703785992, -0.15748748448986, 0.279176639749691, 0.0585830143979268, -0.495785258079, 0.729088415619351, 0.730429715672255, 0.208050000310348, -0.750813053162361, 0.504144425209789, 0.374225130968079, -0.0434502108104001, -2.89363899571557, 2.48299481375327, 5)",2500,-,5,NLOPT_MAXEVAL_REACHED: Optimization stopped because maxeval (above) was reached.,0.0974812507629395,secs,0.1
stats,optim,Rosenbrock,20,"(3.48519277060404, -2.13591783074662, 2.90859651984647, -4.81304286979139, 0.111630838364363, -2.18352033058181, -3.49985481239855, 3.25664547970518, -4.62552546290681, -0.297051281668246, 2.85981758730486, -0.802208976820111, -0.132929009851068, 3.05293486453593, 4.49748884420842, 2.42741878842935, 2.38903621677309, 0.116452143993229, -1.51979939546436, 1.40790152363479)","(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5)","(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",300,-,"par = c(3.48519277060404, -2.13591783074662, 2.90859651984647, -4.81304286979139, 0.111630838364363, -2.18352033058181, -3.49985481239855, 3.25664547970518, -4.62552546290681, -0.297051281668246, 2.85981758730486, -0.802208976820111, -0.132929009851068, 3.05293486453593, 4.49748884420842, 2.42741878842935, 2.38903621677309, 0.116452143993229, -1.51979939546436, 1.40790152363479), fn = function (x, ...) 
{
    fn(unlist(x), ...)
}, method = L-BFGS-B, lower = c(-5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5, -5), upper = c(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5), control = list(maxit = 300, factr = 0)",1.1468017727548e-07,"(0.99999954911763, 0.999996961189108, 0.999998709326612, 0.999997827623172, 0.999997098917524, 0.999999273809762, 0.999998476524714, 0.99999874451172, 1.00000090845856, 0.999998224892388, 0.999999134369354, 0.999995515286981, 0.99999265476373, 0.999989580228311, 0.999979332985252, 0.999963768107762, 0.99993107849876, 0.999864271531908, 0.999729744240525, 0.999460872378459)",197,197,0,CONVERGENCE: REL_REDUCTION_OF_F <= FACTR*EPSMCH,0.0738189220428467,secs,0.1
